the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.875809017453 42.885542867541),"2,628",{B08173A4-D686-4167-A864-98DDFCEAF295},30S SEC FERNBACH PARKING GARAGE,14-1-E1B-0015,15,,KENNEDY K-81,,"RED w/ RED CAP, 12",,,12,,06/15/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,051,497.55",NO,"1,069,907.6899999999",14,1,,0,
POINT (-78.88103812118 42.933413925931),"5,938",{34B2CEB2-349D-4C0D-8639-B835FBFE6E46},49S 37E POLE E3; 2S 5E SWC BUTLER LIBRARY,5-3-B1B-0041,41,BUFF STATE,KENNEDY K-11,CLEVELAND,"RED w/ RED CAP, 0",,,0,ROCKWELL,09/15/2006 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,068,949",NO,"1,068,568",5,3,,0,BUFF STATE
POINT (-78.819445381946 42.924960955865),"6,864",{6ECDAF05-3018-41A1-B7AA-3FEA0257BD13},15N 15E POLE 368,7-6-B3D-0038,38,375,KENNEDY K-11,NORFOLK,"RED w/ RED CAP, 8",,,8,E DELAVAN,03/24/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,065,815.98",NO,"1,085,053.55",7,6,,0,
POINT (-78.805703947433 42.909685394392),314,{B7BDB17B-3833-4F89-8FCB-DDEADE9CE935},22S SEC; 37E POLE 132,10-6-C3C-0074,74,409,HOWARD IRON,DOAT,"RED w/ RED CAP, 6",,,6,ACADEMY,04/07/2006 12:00:00 AM +0000,C3C,RED w/ RED CAP,YES,"1,060,238.79",NO,"1,088,719.22",10,6,,0,
POINT (-78.867472759962 42.953822980281),"4,776",{97212DDC-3DC1-479A-AE60-F21176A8F8BE},OPP POLE 64,2-4-A2B-0040,40,63,HOWARD IRON,AVERY,"RED w/ RED CAP, 8",,,8,DELAWARE,07/11/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,076,374.53",NO,"1,072,225.8600000001",2,4,,0,
POINT (-78.818817383155 42.948190776158),"5,502",{AF492F24-DCCA-44D4-A8D3-FDF1E85803FA},5W POLE 243,4-5-A4D-0016,16,241,MUELLER,HIGHGATE,"RED w/ RED CAP, 8",,,8,COMSTOCK,06/15/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,YES,"1,074,281.6200000001",NO,"1,085,245.45",4,5,,0,
POINT (-78.898312203527 42.896029878689),567,{A081E3FA-3050-4F3D-9C51-C625627CC0DD},15N POLE 432,11-1-D1A-0109,109,NWC,KENNEDY K-81,DAR,"RED w/ RED CAP, 12",,,12,JERSEY,08/31/2006 12:00:00 AM +0000,D1A,RED w/ RED CAP,YES,"1,055,341.2709999999",NO,"1,063,891.094",11,1,,0,
POINT (-78.844644039114 42.893232295389),"1,359",{3DADA869-4C06-42DB-8B76-F3B3CED56EC6},6S 4W POLE 48,12-8-D2C-0032,32,OPP 51,MUELLER,HERMAN,"RED w/ RED CAP, 6",,,6,BROADWAY,12/04/2006 12:00:00 AM +0000,D2C,RED w/ RED CAP,YES,"1,054,272.4709999999",NO,"1,078,268.6599999999",12,8,,0,
POINT (-78.878003256223 42.899442391977),681,{7E05E8D3-0C73-4F9E-8B7F-CE67EF8B1280},4N POLE 80,11-1-D1B-0115,115,SWC,KENNEDY K-81,ALLEN,"RED w/ RED CAP, 8",,,8,MARINER,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,056,565.247",NO,"1,069,337.362",11,1,,0,
POINT (-78.808549476527 42.89236511911),"1,913",{C5216A56-48B5-4461-A2A4-9F68CEA8FE6A},15S SWC; 34W POLE 273; 274 LONGNECKER,13-9-D3C-0046,46,SWC,HOWARD IRON,LONGNECKER,"RED w/ RED CAP, 0",,,6,VANDERBILT,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,053,928.48",NO,"1,087,940.02",13,9,,0,
POINT (-78.891644238264 42.906343186837),"7,387",{EF50293C-4E05-4B05-80AE-45F2ED4A8B49},35N NEC; 21N STOP SIGN,8-2-C1D-0118,118,NEC,HOWARD IRON,VERMONT,"RED w/ WHITE CAP, 48",,,48,WEST,07/27/2006 12:00:00 AM +0000,C1D,RED w/ WHITE CAP,YES,"1,059,093.321",NO,"1,065,691.5870000001",8,2,,0,
POINT (-78.812779194958 42.848461976656),"3,857",{81858A6F-CCFD-4732-92B5-43885C80AA74},8W POLE 553,19-10-F2C-0055,55,553,MATHEWS NEW,ABBOTT,"RED w/ WHITE CAP, 20",,,20,LORRAINE,06/14/2005 12:00:00 AM +0000,F2C,RED w/ WHITE CAP,NO,"1,037,931.22",NO,"1,086,762.98",19,10,,0,
POINT (-78.853168610569 42.927278727153),"6,241",{6C7269F9-17E5-49B4-99AA-B9B276F9A4FD},5S 3E POLE; OPP LYONS HALL,6-4-B2D-0008,8,2068,MUELLER,MAIN,"RED w/ RED CAP, 8",,,8,GLENDALE,04/04/2006 12:00:00 AM +0000,B2D,RED w/ RED CAP,YES,"1,066,687.8500000001",NO,"1,076,024.1299999999",6,4,,0,
POINT (-78.819622367713 42.833638214021),"4,596",{CDB871AD-6FD1-483B-9477-3EBC67CDBF0C},25W 1N POLE 33,21-10-G2D-0025,25,29,KENNEDY K-81,EVANSTON,"RED w/ RED CAP, 6",,,6,,04/13/2005 12:00:00 AM +0000,G2D,RED w/ RED CAP,YES,"1,032,533.86",NO,"1,084,912.75",21,10,,0,
POINT (-78.816806065138 42.933936770473),"6,652",{1F8420D2-BF99-4420-B6B4-89B4FDF42484},,7-6-B3B-0088,88,41,MUELLER,ANDOVER,"RED w/ RED CAP, 6",,,6,OLYMPIC,02/24/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,069,085.24",NO,"1,085,769.52",7,6,,0,
POINT (-78.856791584685 42.884979325981),"1,509",{C65FD116-4739-4DBA-AFBC-9833AA66A809},8W POLE 395,12-8-D2D-0096,96,395,OTHER,WILLIAM,"RED w/ RED CAP, 12",,,12,IROQUOIS,11/08/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,051,275.0390000001",NO,"1,075,003.73",12,8,,0,
POINT (-78.852905524344 42.875181791468),"2,745",{B6C8F48A-F16F-4F63-9E67-2DA9CF93FCD4},17W POLE 646; 33E 15S POLE 277,15-11-E2A-0009,9,NEC,MUELLER,EXCHANGE,"RED w/ WHITE CAP, 16",,,16,LARKIN,09/20/2006 12:00:00 AM +0000,E2A,RED w/ WHITE CAP,YES,"1,047,701.002",YES,"1,076,033.7790000001",15,11,,0,
POINT (-78.839114887607 42.87915353848),"3,264",{B06162E0-BDAE-43B6-9457-C225817D2396},17S 11W POLE 955,15-9-E2B-0026,26,SEC,MUELLER,CLINTON,"RED w/ WHITE CAP, 16",,,16,FILLMORE,08/03/2006 12:00:00 AM +0000,E2B,RED w/ WHITE CAP,YES,"1,049,136.96",NO,"1,079,734.71",15,9,,0,
POINT (-78.814257528135 42.896815323999),"1,833",{7B888AF3-9519-4EF2-8BC7-3B73DC15FE50},33W SWC; 65E POLE 1621,13-9-D3B-0001,1,SWC,MUELLER,BAILEY,"RED w/ WHITE CAP, 0",,,24,BROADWAY,04/18/2006 12:00:00 AM +0000,D3B,RED w/ WHITE CAP,YES,"1,055,554.49",NO,"1,086,414.8700000001",13,9,,0,
POINT (-78.867230364253 42.937932357653),"6,148",{52B35DA8-E47E-41CD-9438-C66041BE5F56},4S POLE,6-4-B2A-0056,56,1965,MUELLER,DELAWARE,"RED w/ WHITE CAP, 20",,,20,MIDDLESEX,10/19/2005 12:00:00 AM +0000,B2A,RED w/ WHITE CAP,YES,"1,070,582.96",NO,"1,072,271.2",6,4,,0,
POINT (-78.823928636755 42.957989334407),"5,147",{F879D532-60FA-4DC8-962D-9BB2C8FEBB19},5S SWC,3-5-A3B-0004,4,SWC,KENNEDY K-81,NIAGARA FALLS BLVD,"RED w/ RED CAP, 8",,,8,KENMORE,06/21/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,077,856.5900000001",NO,"1,083,887.23",3,5,,0,
POINT (-78.867814444671 42.926875728131),"6,092",{5AA735A2-8AC1-4A7D-B36C-A65CAA3279C3},65S POLE 1582,6-2-B2D-0012,12,1574,MUELLER,DELAWARE,"RED w/ RED CAP, 6",,,6,BIRD,04/04/2006 12:00:00 AM +0000,B2D,RED w/ RED CAP,YES,"1,066,553.8999999999",NO,"1,072,101.1699999999",6,2,,0,
POINT (-78.857642820001 42.956140405231),"4,783",{92DCF648-D6C3-4923-A0F1-97D77237D14E},46W POLE 321,2-4-A2B-0047,47,OPP 318,HOWARD IRON,ST LAWRENCE,"RED w/ WHITE CAP, 36",,,36,COLVIN,07/12/2005 12:00:00 AM +0000,A2B,RED w/ WHITE CAP,YES,"1,077,210.3799999999",NO,"1,074,860.1499999999",2,4,,0,
POINT (-78.834921409773 42.854431372829),"3,604",{536ED492-1590-46A4-A054-05B27AECEA48},15N 6W POLE 268,1718-10-F1C-0009,9,SWC,KENNEDY K-81,MYSTIC,"RED w/ RED CAP, 6",,,6,GERMANIA,06/08/2006 12:00:00 AM +0000,F1C,RED w/ RED CAP,YES,"1,040,123.686",YES,"1,080,831.7709999999","1,718",10,,0,
POINT (-78.863518453425 42.942283903782),"4,918",{5FF79E42-7373-474E-B53D-9030119C95D3},20S SWC; OPP POLE 63,2-4-A2C-0081,81,SWC,OTHER,EDGE PARK,"RED w/ RED CAP, 6",,,6,RAND,07/08/2005 12:00:00 AM +0000,A2C,RED w/ RED CAP,NO,"1,072,165.55",NO,"1,073,270.4399999999",2,4,,0,
POINT (-78.880619745581 42.939027740726),"5,911",{24FA8B59-FCB6-4737-8DB5-47D213241DC3},6E POLE 50,5-3-B1B-0014,14,50,KENNEDY K-11,ELMVIEW,"RED w/ RED CAP, 8",,,8,BEAUMARIS,08/11/2005 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,070,994.5600000001",NO,"1,068,687.27",5,3,,0,
POINT (-78.829994342631 42.902064519023),"1,744",{1994B691-F291-41D3-A83A-3ECAADCBCFB6},17N POLE 268,13-6-D3A-0067,67,270,KENNEDY K-11,LATHROP,"RED w/ RED CAP, 0",,,6,SYCAMORE,04/18/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,057,479.51",NO,"1,082,203.75",13,6,,0,
POINT (-78.859683244254 42.912484110001),"7,780",{7F4129A2-7DF3-4115-9FC1-9446E6CC0532},6E STOP SIGN,9-7-C2D-0009,9,NWC,HOWARD IRON,MASTEN,"RED w/ RED CAP, 6",,,6,GLENWOOD,10/03/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,061,301.628",NO,"1,074,261.6640000001",9,7,,0,
POINT (-78.853877728731 42.89281244453),"1,564",{0986AB43-8016-4D77-A8D7-9AA9F485324E},24S BUS STOP SIGN,12-8-D2D-0153,153,659,MUELLER,JEFFERSON,"RED w/ RED CAP, 10",,,10,SYCAMORE,11/09/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,054,127.274",NO,"1,075,793.8300000001",12,8,,0,
POINT (-78.868714976875 42.886905983504),979,{8CEC0E13-D62C-40C2-92B0-8EB90F2E30D7},40N NEC; 66N POLE 195,11-8-D1C-0022,22,NEC,KENNEDY K-81,ELM,"RED w/ RED CAP, 10",,,10,BROADWAY,09/06/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,051,987.8089999999",NO,"1,071,810.5900000001",11,8,,0,
POINT (-78.823652478142 42.85217578605),"3,962",{D7252C73-13FC-4E74-8510-8F01C04FC26D},4N 3E NEC; 4E POLE 131 SOUTHSIDE,19-10-F2D-0066,66,NEC,KENNEDY K-11,SOUTHSIDE,"RED w/ RED CAP, 6",,,6,HUBBELL,08/30/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,YES,"1,039,292.827",NO,"1,083,851.037",19,10,,0,
POINT (-78.807576547669 42.855234190161),"4,149",{94979F63-FA0F-4FB3-A784-AE377D44B189},27S 11E POLE 42,19-9-F2C-0008,8,41,MUELLER,NORMAN,"RED w/ RED CAP, 8",,,8,SENECA,08/29/2006 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,040,395.561",NO,"1,088,164.703",19,9,,0,
POINT (-78.836699339159 42.95228305263),"5,252",{1FD99D77-226D-4CE5-8E94-B3206FEB2596},20S SWC; OPP POLE 75,3-5-A3B-0110,110,SWC,RD WOOD,GROVELAND,"RED w/ RED CAP, 6",,,6,PARKSIDE,06/23/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,075,786.97",NO,"1,080,462.3999999999",3,5,,0,
POINT (-78.866958287524 42.903694824115),"1,096",{7FC3209F-D5D1-4C32-81A2-31240F7051A3},SOUTH OF PARKING LOT,12-8-D2A-0018,18,OPP 38,KENNEDY K-11,ST PAUL MALL N,"RED w/ RED CAP, 6",,,6,ELLICOTT,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,058,104.871",YES,"1,072,301.9920000001",12,8,,0,
POINT (-78.869250501519 42.957020104921),"4,817",{487D866C-F90C-4087-A08A-3D2CBC5F4B5E},10E NEC; 14W 26N POLE 3,2-4-A2B-0081,81,NEC,HOWARD IRON,DELAWARE,"RED w/ WHITE CAP, 36",,,36,SANDERS,07/12/2005 12:00:00 AM +0000,A2B,RED w/ WHITE CAP,YES,"1,077,541.3400000001",NO,"1,071,753.9099999999",2,4,,0,
POINT (-78.818278012223 42.872129683503),"3,585",{119A3898-550F-4FC7-B2E6-66E49B62A0C4},17S 10W POLE 2,16-9-E3D-0062,62,NWC,OTHER,CLINTON,"RED w/ RED CAP, 6",,,6,OLSEN,08/02/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,046,560.868",NO,"1,085,312.4639999999",16,9,,0,
POINT (-78.816735560162 42.895445795347),"1,810",{A6E61A20-7C2D-40A5-B6CA-2AF1EDF21B6D},15N POLE 82,13-9-D3A-0006,6,82,MUELLER,ARMBRUSTER,"RED w/ RED CAP, 0",,,8,BROADWAY,04/18/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,055,057.2",NO,"1,085,749.49",13,9,,0,
POINT (-78.832788979582 42.903529790249),380,{EF9FA4CB-C520-48C0-B823-25424DE20533},91 WALDEN; 9W NO STANDING SIGN,10-6-C3D-0027,27,SWC,MUELLER,WALDEN,"RED w/ RED CAP, 10",,,10,SOBIESKI,07/28/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,058,015.7320000001",NO,"1,081,456.5649999999",10,6,,0,
POINT (-78.898904370504 42.95509810967),"2,184",{ABA6503C-BA6B-441F-8874-6666177AF2D3},5W SWC,1-3-A1B-0051,51,SWC,KENNEDY K-81,ONTARIO,"RED w/ RED CAP, 6",,,6,CHADDUCK,07/22/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,076,869.26",NO,"1,063,813.1699999999",1,3,,0,
POINT (-78.843761465467 42.954356948099),"4,999",{4F40FB5F-694A-49FC-9F62-54862A224BD4},5S SEC; 28W 5S POLE 551,3-4-A3A-0038,38,SEC,MUELLER,TAUNTON,"RED w/ WHITE CAP, 16",,,16,STARIN,06/24/2005 12:00:00 AM +0000,A3A,RED w/ WHITE CAP,YES,"1,076,548.5800000001",NO,"1,078,574.1200000001",3,4,,0,
POINT (-78.826443067696 42.89683578233),"1,774",{0A51277B-7B87-42EA-942C-7771257DFCD8},57S POLE 62,13-6-D3A-0098,98,56,HOWARD IRON,SCHMARBECK,"RED w/ RED CAP, 0",,,6,SCHLENKER,04/18/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,055,571.1399999999",NO,"1,083,149.74",13,6,,0,
POINT (-78.879040445399 42.899567513664),628,{C43EF6AB-35A4-4431-9A68-733F2EDDDE46},9W ONE WAY SIGN,11-1-D1B-0059,59,NEC,MUELLER,ALLEN,"RED w/ RED CAP, 6",,,6,COLLEGE,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,056,611.8219999999",NO,"1,069,059.6159999999",11,1,,0,
POINT (-78.890391572928 42.937978899204),"5,868",{F5FA3CDC-2A94-4135-A726-1D25276BF365},20W POLE 369,5-3-B1A-0092,92,369,OTHER,AMHERST,"RED w/ WHITE CAP, 12",,,12,GRANT,10/03/2005 12:00:00 AM +0000,B1A,RED w/ WHITE CAP,YES,"1,070,621.71",NO,"1,066,069.27",5,3,,0,
POINT (-78.81068670024 42.897481852337),"1,794",{A931A35E-702F-4087-9964-FCF0FD798BB1},200E 1714; 83W POLE 1730,13-6-D3B-0018,18,1714,MUELLER,BROADWAY,"RED w/ RED CAP, 0",,,12,BAILEY,04/20/2006 12:00:00 AM +0000,D3B,RED w/ RED CAP,YES,"1,055,794.8",NO,"1,087,372.3400000001",13,6,,0,
POINT (-78.824220111285 42.954823306395),"5,153",{D32BE0E8-AD90-4CF9-86CB-E2B74E268BFC},10N NEC,3-5-A3B-0010,10,NEC,OTHER,UNIVERSITY PARK CIRCLE,"RED w/ RED CAP, 6",,,6,LARCHMONT,06/21/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,076,702.95",NO,"1,083,805.8999999999",3,5,,0,
POINT (-78.832988569468 42.87767125027),"3,240",{29608ED0-28C2-4708-9AD7-9A15068F7642},5W 14S POLE 18,15-9-E2B-0002,2,18,MUELLER,LAUX,"RED w/ RED CAP, 6",,,6,CLINTON,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,048,591.817",NO,"1,081,375.142",15,9,,0,
POINT (-78.815349893103 42.932234229185),"6,654",{9EFE7E25-3980-49F2-ADC6-4B7B5B5A79BB},,7-6-B3B-0090,90,OPP 82,OTHER,BURLINGTON,"RED w/ RED CAP, 8",,,8,RAMP TO 33,02/24/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,068,463.6699999999",NO,"1,086,157.76",7,6,,0,
POINT (-78.800019718529 42.905103955076),337,{8C96630E-1010-42BE-86A4-420E1DF85A90},40W POLE 40,10-6-C3C-0097,97,32,MUELLER,MCCARTHY,"RED w/ RED CAP, 8",,,8,BAKOS E,04/11/2006 12:00:00 AM +0000,C3C,RED w/ RED CAP,YES,"1,058,565.1200000001",NO,"1,090,237.71",10,6,,0,
POINT (-78.845812126001 42.881301399639),"3,189",{51DA8ECB-70D4-4CB7-9A1C-955F7EF17B87},23W SWC; 6W STOP SIGN,15-8-E2B-0035,35,SWC,RD WOOD,LORD,"RED w/ RED CAP, 8",,,8,BRISTOL,09/22/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,049,925.2649999999",YES,"1,077,942.0930000001",15,8,,0,
POINT (-78.814000589646 42.884851228808),"1,902",{DCA17C26-124C-44F3-BEE7-A061826DE435},29E NEC; 7W POLE 1536,13-9-D3C-0035,35,NEC,KENNEDY K-81,BAILEY,"RED w/ RED CAP, 0",,,12,WILLIAM,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,051,194.02",NO,"1,086,471.77",13,9,,0,
POINT (-78.859028458355 42.954516860499),"4,748",{DF6D4B0C-93B8-49D4-B65A-78F27081D9CA},6S SWC; OPP POLE 497,2-4-A2B-0012,12,SWC,MUELLER,COLVIN,"RED w/ WHITE CAP, 16",,,16,TAUNTON,07/11/2005 12:00:00 AM +0000,A2B,RED w/ WHITE CAP,YES,"1,076,619.8899999999",NO,"1,074,487.28",2,4,,0,
POINT (-78.89367282489 42.912739264339),"7,288",{CC2E29A4-2FA4-47EC-A661-A107120D0908},18W NWC; 12W POLE 214,8-2-C1D-0019,19,NWC,MUELLER,ALBANY,"RED w/ RED CAP, 6",,,6,HERKIMER,07/24/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,061,426.3600000001",NO,"1,065,156.7009999999",8,2,,0,
POINT (-78.804956647921 42.874779507652),"3,459",{D435A3DD-0CB7-491B-BDF7-BABCE51A2B0F},20S 30W POLE 98,16-9-E3C-0048,48,SWC,KENNEDY K-81,PULASKI,"RED w/ RED CAP, 6",,,6,GRISWOLD,07/26/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,047,516.906",NO,"1,088,885.9280000001",16,9,,0,
POINT (-78.831000244098 42.905571780072),377,{02C57F08-2453-4021-9CD4-93F567E3C0FE},15S 2W SWC; 73S POLE 1306,10-6-C3D-0024,24,SWC,MUELLER,GENESEE,"RED w/ RED CAP, 6",,,6,ROHR,07/28/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,058,758.5160000001",NO,"1,081,938",10,6,,0,
POINT (-78.846642872114 42.917695852848),"7,593",{8C95E980-628B-45FE-B442-B42BAE43ED44},58W POLE 151,9-7-C2B-0047,47,147,MUELLER,HAMLIN,"RED w/ RED CAP, 6",,,6,WOHLERS,05/04/2006 12:00:00 AM +0000,C2B,RED w/ RED CAP,YES,"1,063,189.8400000001",NO,"1,077,760.9299999999",9,7,,0,
POINT (-78.832549772118 42.912228913013),439,{1628A096-D11D-4CEF-847A-CAD38CF1D390},15W 2S SWC; 3W STOP SIGN,10-7-C3D-0003,3,SWC,MUELLER,GLENWOOD,"RED w/ RED CAP, 6",,,6,KEHR,07/28/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,061,185.923",NO,"1,081,530.0430000001",10,7,,0,
POINT (-78.806943854379 42.94334621834),"5,472",{9F4948A0-EE4A-4237-9B07-592C0E3C222B},10S SWC,4-5-A4C-0058,58,SWC,MUELLER,ORLEANS,"RED w/ RED CAP, 6",,,6,DARTMOUTH,06/20/2005 12:00:00 AM +0000,A4C,RED w/ RED CAP,YES,"1,072,507.3400000001",NO,"1,088,419.6599999999",4,5,,0,
POINT (-78.876919691279 42.928144083318),"5,600",{D899A284-F596-4FF0-B554-DC21DA11A428},36N NEC; 26N POLE 1131,5-2-B1C-0005,5,NEC,MUELLER,ELMWOOD,"RED w/ WHITE CAP, 16",,,16,FOREST,08/12/2005 12:00:00 AM +0000,B1C,RED w/ WHITE CAP,YES,"1,067,024.53",NO,"1,069,664.1899999999",5,2,,0,
POINT (-78.850996324915 42.889128546551),"1,549",{4B58A338-8238-430F-B111-AFB79E80A813},35S POLE 334,12-8-D2D-0137,137,328,HOWARD IRON,ADAMS,"RED w/ WHITE CAP, 20",,,20,BROADWAY,11/08/2006 12:00:00 AM +0000,D2D,RED w/ WHITE CAP,YES,"1,052,782.219",NO,"1,076,561.692",12,8,,0,
POINT (-78.896042975319 42.936282282634),"5,895",{AE85E3FE-37DC-4B35-8BAB-15B514275CBF},6S 37E POLE 204,5-3-B1A-0120,120,200,MUELLER,AMHERST,"RED w/ RED CAP, 6",,,6,TONAWANDA,09/28/2006 12:00:00 AM +0000,B1A,RED w/ RED CAP,YES,"1,070,008.953",YES,"1,064,553.6680000001",5,3,,0,
POINT (-78.846484010596 42.867224085428),"2,808",{6A18C145-1922-4DCD-A16F-FF445B9AEA44},14N POLE 96,15-11-E2C-0027,27,NWC,OTHER,SMITH,"RED w/ WHITE CAP, 16",,,16,PRENATT,09/25/2006 12:00:00 AM +0000,E2C,RED w/ WHITE CAP,YES,"1,044,795.403",NO,"1,077,745.9820000001",15,11,,0,
POINT (-78.867871834523 42.94048691514),"6,152",{9E6C2CF1-AA3B-44FB-B468-47CAA15F803E},25W SWC,6-4-B2A-0060,60,SWC,KENNEDY K-81,DELAWARE,"RED w/ WHITE CAP, 16",,,16,AMHERST,10/19/2005 12:00:00 AM +0000,B2A,RED w/ WHITE CAP,YES,"1,071,514.55",NO,"1,072,102.5800000001",6,4,,0,
POINT (-78.875245342136 42.888901308855),730,{66C5F739-5A25-4997-8149-0EAF544AA169},60W POLE 50,11-1-D1C-0039,39,OPP 43,MUELLER,W HURON,"RED w/ RED CAP, 4",,,4,FRANKLIN,09/15/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,052,721",NO,"1,070,063",11,1,,0,
POINT (-78.869439090642 42.951426898671),"4,834",{28EE7426-B23B-4011-973A-C9C131DA4529},26S 36W POLE 96,2-4-A2B-0098,98,87,KENNEDY K-81,TACOMA,"RED w/ RED CAP, 8",,,8,DELAWARE,07/13/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,075,503.0600000001",NO,"1,071,696.49",2,4,,0,
POINT (-78.898339187309 42.950315488777),"2,252",{5390D862-AF9B-420D-AEFE-01B35BD0EB2F},OPP POLE 108,1-3-A1C-0026,26,105,HOWARD IRON,ALBERT,"RED w/ RED CAP, 6",,,6,RANO,08/04/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,075,125.6599999999",NO,"1,063,957.9399999999",1,3,,0,
POINT (-78.799132055987 42.930288228982),"6,786",{21014C93-65EA-47C9-81AC-B671C52C334F},15N 'TRUCK ROUTE' SIGN,7-6-B3C-0101,101,212,RD WOOD,EGGERT,"RED w/ RED CAP, 6",,,6,LANGFIELD,03/03/2006 12:00:00 AM +0000,B3C,RED w/ RED CAP,YES,"1,067,742.8899999999",NO,"1,090,499.0700000001",7,6,,0,
POINT (-78.848032821922 42.889576935414),"1,332",{FE2268B4-9B7D-4746-A599-E65256976D01},OPP 24 PADEREWSKI; 10N 8W DO NOT ENTER SIGN,12-8-D2C-0005,5,SWC,KENNEDY K-81,PADEREWSKI,"RED w/ RED CAP, 6",,,6,KRETTNER,12/04/2006 12:00:00 AM +0000,D2C,RED w/ RED CAP,YES,"1,052,943.122",NO,"1,077,356.3840000001",12,8,,0,
POINT (-78.809760842499 42.918720800218),146,{63095EA5-C1BB-46E9-BCBA-0454E3EF0C83},30N 16W POLE 105,10-6-C3B-0056,56,NWC,HOWARD IRON,ROSLYN,"RED w/ RED CAP, 6",,,6,LANG,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,063,534.6299999999",NO,"1,087,641.25",10,6,,0,
POINT (-78.856587362469 42.918546615473),"7,533",{2B64FAF2-EE2D-47D3-9341-E5D7DEC8320B},42W POLE 5,9-7-C2A-0088,88,SEC,HOWARD IRON,PURDY,"RED w/ RED CAP, 6",,,6,LYTH,09/27/2006 12:00:00 AM +0000,C2A,RED w/ RED CAP,YES,"1,063,508.3929999999",NO,"1,075,098.1799999999",9,7,,0,
POINT (-78.837866355108 42.899966197668),"1,045",{DE402109-25B2-4F37-B9CA-85011E62BC19},,12-6-D2B-0025,25,35,MUELLER,B,"RED w/ RED CAP, 6",,,6,FILLMORE,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,056,721.061",NO,"1,080,092.287",12,6,,0,
POINT (-78.875074804935 42.887484956637),708,{F6B7FEEB-3318-415A-9E47-B2C324F67B4E},18N NO PARKING/2HR PARK SIGN; 6S 51W POLE 106,11-1-D1C-0014,14,NWC,KENNEDY K-81,PEARL,"RED w/ RED CAP, 12",,,12,W MOHAWK,09/08/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,052,204.656",NO,"1,070,106.9129999999",11,1,,0,
POINT (-78.831791565432 42.901959820021),"1,067",{60F5897E-5DC1-4713-9EE9-CFA36C9A6EF2},,12-6-D2B-0049,49,294,MUELLER,ROTHER,"RED w/ RED CAP, 6",,,6,WALDEN,10/06/2006 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,057,442.7690000001",NO,"1,081,722.1070000001",12,6,,0,
